Date,DBC,DIA,EEM,EFA,EWJ,FXI,GLD,HYG,IEF,IWM,LQD,QQQ,SLV,SPY,TIP,TLT,USO,VNQ,VXX,XLE,XLF,XLK,XLP,XLU,XLV
2010-01-05,0.0011884479215167332,-0.0016081210162642856,0.007258010364326939,0.0008812766277583872,0.006005894503825715,0.02063037504906684,-0.0009108023746454696,0.004742686838132171,0.004390372445279622,-0.003438718945060537,0.004775389892363702,0.0,0.01625076576230522,0.002647605040940304,0.0032644694180181677,0.006458429862512993,0.0034765182035514375,-0.0011223677400564736,,0.008161896243291666,0.01837983836332935,-0.0012892643293219708,0.0003749700792134991,-0.011904900771432136,-0.009806981830473682
2010-01-06,0.017807789788712558,0.0006631191335160214,0.002092371123572745,0.004226932210706913,0.003980175307330969,0.012037396719020377,0.01649959196299955,0.002586238575690958,-0.004035254206752215,-0.0009408172538489801,-0.002947008770709747,-0.006031434089706411,0.019988599479994207,0.0007036298610041403,-0.0025832978459829903,-0.013386839304107667,0.013857989987764885,-0.0017978225417224492,,0.011974948370049532,0.0020051945267784976,-0.011187776707667019,-0.0007492138929986458,0.005861680090323951,0.010223463421272339
2010-01-07,-0.012441688766648196,0.0036002514689656984,-0.005799081414189056,-0.003858378754376668,-0.008919461647939553,-0.015484715077863975,-0.006187807624317698,0.004036524275689679,0.0,0.007378183080265943,0.0012395796098580991,0.0006497717741009712,0.0016796628371607003,0.004221507789237577,0.001534934235439378,0.0016822214894500753,-0.006102025690779556,0.01080652704794538,,-0.0015000104137099513,0.02134807138348882,-0.003916191764327448,0.0,-0.004532480129919247,0.003478600954844646
2010-01-08,-0.0007874854300540246,0.0016045861229405656,0.007932521759229871,0.007922486815595153,0.011999903056541195,0.0029630107450584475,0.0049630306196752905,0.0015638442677778919,0.001239298480808948,0.005454235213234959,0.0021902531890063415,0.008230752289996923,0.014533272093473437,0.003327216947973888,0.002107668579464317,-0.0004484890168243716,0.005157148285297453,-0.007350139798079858,,0.006509773506098826,-0.005879292291550042,0.006552406209235695,-0.003375995106633667,-0.0009759486515642513,0.0015757588874854012
2010-01-11,-0.0031520686450504654,0.0040519525650493105,-0.002083090680800037,0.00820956694818542,0.008893146115044326,0.0015911595842379445,0.01328899785435711,-0.0008928808559121038,0.0006733022454594728,-0.004029491683318676,0.0010452870567168038,-0.00408187454318043,0.003305755768783891,0.0013971424163532475,-0.0021995420072801197,-0.005487049782183173,-0.009528448246777121,0.005833562665721548,,-0.0013265402666707837,0.0006576689864294938,-0.0039056864882783815,0.0026345568479815284,0.01041711969497916,0.005664061429333733
2010-01-12,-0.02134391863242402,-0.0037544399596521894,-0.016005472213060812,-0.011781160096731691,0.006856326485381148,-0.024279675228176423,-0.020912721685971136,-0.0051330641582413294,0.007189199205996477,-0.010893263949473986,0.001897802573219698,-0.01251077537424461,-0.016474423511440572,-0.009326177317837914,0.004598302655487663,0.01711760947128771,-0.022446961688734612,-0.01672979557081744,,-0.014446944502690573,-0.014445376111906327,-0.010893228420973733,0.005630772087536373,-0.00418830094036704,-0.007196579339765141
2010-01-13,0.0008078405545435263,0.005747399503018835,0.003064587525662743,0.008415331913224078,0.005836528304992372,-0.012092829251233228,0.00950315025847348,0.0022432090242627822,-0.004796017389748886,0.012901088532389027,-0.004168403862772951,0.012450727702837838,0.020100536762627685,0.008446097117030149,-0.004481178193556423,-0.01162581181074862,-0.010598081562518402,0.02019054809639753,,0.0037065425442142086,0.011325372300797554,0.00969124662167764,0.007091961977587546,0.01100002269770095,0.013236995314339417
2010-01-14,-0.00524617882839129,0.0026232013113973718,-0.0025855752949415223,0.007649679660416631,0.01450671444811702,-0.008239466742591794,0.004393023666376061,0.0011192614703665615,0.00470774228568005,0.0037276186968915326,0.003615592846750504,0.0008636399147448071,0.002189327157992249,0.0027044990313107586,0.0025859057814874298,0.014002332177279753,-0.003825496421422825,-0.0008895567286456574,,0.002854073859293038,0.004611878203995001,0.0026180085790969976,-0.002965072737387664,-0.004480158431344083,0.009020129450900471
2010-01-15,-0.01135904667879839,-0.009530381491890338,-0.011545546959623287,-0.015700822128897562,-0.0019069504750554023,-0.01614040998677957,-0.01044361493969348,-0.004024680457909491,0.004461337214694883,-0.014546503816186274,-0.00037993743541231417,-0.011640921618565891,-0.01419990368462054,-0.011224223765410546,0.0032485344323835985,0.006187025836030147,-0.016897076912634534,-0.007567194759879214,,-0.008035163367855813,-0.020327826602407173,-0.013925119378489614,-0.004833041246256831,-0.006428983156519519,-0.0067817307714759245
2010-01-19,0.006565500871592134,0.010942328472008711,0.020262462755521238,0.009815946882482995,-0.0009547136384057131,0.03184564264701173,0.005953418988644765,0.0004484965632229887,-0.0017768815146873562,0.01837313488650394,0.0008532653835540138,0.016139575642817316,0.022160750292865128,0.012495463825118458,-0.0007616141077766425,-0.002855135723279778,0.013802050995745274,0.02040790006715265,,0.009112781476738885,0.012716949742004324,0.017210788775894326,0.005976888388824486,0.0116470700797493,0.02420855779029729
